Jogador;Vetor_Estacionario
Ilkay Gundogan;0.131
Jules Kounde;0.122
Joao Cancelo;0.109
Andreas Christensen;0.1
Gavi;0.093
Frenkie de Jong;0.078
Alex Balde;0.07
Joao Felix;0.052
Oriol Romeu;0.043
Robert Lewandowski;0.042
Raphinha;0.04
Fermin Lopez;0.032
Sergi Roberto;0.029
Lamine Yamal;0.027
Marc-Andre ter Stegen;0.022
Ferran Torres;0.011
