Jogador;Vetor_Estacionario
Soumaila Coulibaly;0.187
Toby Alderweireld;0.164
Jean Butez;0.124
Jelle Bataille;0.091
Alhassan Yusuf;0.087
Arthur Vermeeren;0.067
Ritchie De Laet;0.062
Arbnor Muja;0.053
Michel-Ange Balikwisha;0.044
Jurgen Ekkelenkamp;0.031
Owen Wijndal;0.031
Vincent Janssen;0.028
Chidera Ejuke;0.019
Anthony Valencia;0.012
