Jogador;Vetor_Estacionario
Jordan Teze;0.121
Hirving Lozano;0.114
Sergino Dest;0.11
Johan Bakayoko;0.1
Jerdy Schouten;0.099
Luuk de Jong;0.091
Joey Veerman;0.084
Olivier Boscagli;0.074
Andre Ramalho;0.066
Guus Til;0.056
Walter Benitez;0.042
Malik Tillman;0.026
Ismael Saibari;0.017
