Jogador;Vetor_Estacionario
Raphael Varane;0.17
Harry Maguire;0.156
Sergio Reguilon;0.094
Diogo Dalot;0.089
Marcus Rashford;0.075
Bruno Fernandes;0.073
Christian Eriksen;0.065
Scott McTominay;0.058
Sofyan Amrabat;0.055
Antony;0.048
Andre Onana;0.041
Rasmus Hojlund;0.038
Victor Lindelof;0.021
Alejandro Garnacho;0.018
