Jogador;Vetor_Estacionario
Soumaila Coulibaly;0.122
Senne Lammens;0.12
Alhassan Yusuf;0.115
Van Den Bosch;0.109
Owen Wijndal;0.097
Arthur Vermeeren;0.093
Gyrano Kerk;0.066
Jelle Bataille;0.065
Ritchie De Laet;0.043
Michel-Ange Balikwisha;0.034
George Ilenikhena;0.029
Chidera Ejuke;0.028
Jurgen Ekkelenkamp;0.028
Arbnor Muja;0.024
Kobe Corbanie;0.021
Vincent Janssen;0.005
