Jogador;Vetor_Estacionario
Angel Di Maria;0.146
Fredrik Aursnes;0.134
Joao Neves;0.105
Rafa Silva;0.099
Joao Mario;0.096
Morato;0.095
Nicolas Otamendi;0.082
Tomas Araujo ;0.063
Orkun Kokcu;0.06
Anatoliy Trubin;0.034
Casper Tengstedt;0.033
Petar Musa;0.031
Goncalo Guedes;0.02
Florentino Luis;0.002
