Jogador;Vetor_Estacionario
Koke;0.146
Mario Hermoso;0.134
Rodrigo de Paul;0.103
Antoine Griezmann;0.098
Stefan Savic;0.084
Nahuel Molina;0.077
Marcos Llorente;0.076
Axel Witsel;0.074
Samuel Lino;0.056
Alvaro Morata;0.036
Rodrigo Riquelme;0.031
Memphis Depay;0.024
Angel Correa;0.023
Jan Oblak;0.019
Pablo Barrios ;0.018
