Jogador;Vetor_Estacionario
Rodri;0.142
Matheus Nunes;0.131
Nathan Ake;0.115
Julian Alvarez;0.098
Ruben Dias;0.095
Phil Foden;0.084
Kyle Walker;0.081
Sergio Gomez;0.069
Jeremy Doku;0.043
Bernardo Silva;0.038
Manuel Akanji;0.027
Ederson;0.026
Rico Lewis;0.017
Erling Haaland;0.015
Oscar Bobb;0.01
Kalvin Phillips;0.009
