Jogador;Vetor_Estacionario
Davinson Sanchez;0.133
Abdulkerim Bardakci;0.104
Angelino;0.095
Kerem Akturkoglu;0.088
Sacha Boey;0.084
Fernando Muslera;0.079
Mateus Tete;0.073
Wilfried Zaha;0.068
Mauro Icardi;0.048
Kaan Ayhan;0.046
Lucas Torreira;0.043
Sergio Oliveira;0.042
Baris Yilmaz;0.038
Dries Mertens;0.029
Tanguy Ndombele;0.017
Victor Nelsson;0.013
