Jogador;Vetor_Estacionario
Nicolas Otamendi;0.118
Joao Mario;0.116
Antonio Silva;0.115
Rafa Silva;0.101
Joao Neves;0.093
Angel Di Maria;0.087
Morato;0.087
David Jurasek;0.076
Fredrik Aursnes;0.074
Anatoliy Trubin;0.059
Arthur Cabral;0.047
Florentino Luis;0.017
Petar Musa;0.009
