Jogador;Vetor_Estacionario
Matthijs De Ligt;0.153
Aleksandar Pavlovic;0.124
Eric Dier;0.124
Leon Goretzka;0.124
Raphael Guerreiro;0.094
Joshua Kimmich;0.086
Jamal Musiala;0.072
Leroy Sane;0.066
Manuel Neuer;0.042
Thomas Muller;0.038
Alphonso Davies;0.031
Harry Kane;0.029
Mathys Tel;0.007
Konrad Laimer;0.006
Serge Gnabry;0.005
