Jogador;Vetor_Estacionario
Eric Dier;0.133
Konrad Laimer;0.124
Joshua Kimmich;0.118
Kim Min-jae;0.116
Noussair Mazraoui;0.086
Jamal Musiala;0.082
Leon Goretzka;0.078
Thomas Muller;0.058
Raphael Guerreiro;0.054
Leroy Sane;0.051
Manuel Neuer;0.051
Harry Kane;0.042
Alphonso Davies;0.004
Serge Gnabry;0.004
