Jogador;Vetor_Estacionario
Stanislav Lobotka;0.127
Giovanni Di Lorenzo;0.112
Piotr Zielinski;0.107
Mathias Olivera;0.101
Khvicha Kvaratskhelia;0.093
Zambo Anguissa;0.084
Victor Osimhen;0.082
Matteo Politano;0.065
Juan Jesus;0.06
Leo Ostigard;0.055
Giacomo Raspadori;0.044
Alex Meret;0.035
Eljif Elmas;0.019
Amir Rrahmani;0.013
Giovanni Simeone;0.003
