Jogador;Vetor_Estacionario
Noa Lang;0.125
Joey Veerman;0.12
Jerdy Schouten;0.104
Olivier Boscagli;0.103
Malik Tillman;0.096
Jordan Teze;0.094
Andre Ramalho;0.092
Sergino Dest;0.091
Johan Bakayoko;0.076
Luuk de Jong;0.042
Ismael Saibari;0.018
Walter Benitez;0.017
Hirving Lozano;0.012
Ricardo Pepi;0.009
Armel Bella Kotchap;0.002
