Jogador;Vetor_Estacionario
Alexander Bah;0.159
Joao Neves;0.134
Fredrik Aursnes;0.123
Nicolas Otamendi;0.109
Morato;0.088
Angel Di Maria;0.068
Rafa Silva;0.066
Orkun Kokcu;0.049
Chiquinho;0.045
Petar Musa;0.044
David Neres;0.039
Anatoliy Trubin;0.029
Tiago Gouveia;0.015
Joao Mario;0.014
Casper Tengstedt;0.01
Antonio Silva;0.007
