Jogador;Vetor_Estacionario
Joao Neves;0.154
Florentino Luis;0.138
Joao Mario;0.13
Angel Di Maria;0.113
Rafa Silva;0.11
Fredrik Aursnes;0.077
Morato;0.077
Nicolas Otamendi;0.071
Antonio Silva;0.048
Casper Tengstedt;0.028
Anatoliy Trubin;0.02
Petar Musa;0.016
Orkun Kokcu;0.014
Tomas Araujo ;0.003
