Jogador;Vetor_Estacionario
William Saliba;0.155
Gabriel Magalhaes;0.14
Martin Odegaard;0.129
Bukayo Saka;0.096
Ben White;0.095
Oleksandr Zinchenko;0.07
Jorginho;0.066
Declan Rice;0.062
Kai Havertz;0.037
Gabriel Martinelli;0.032
Jakub Kiwior;0.029
David Raya;0.028
Leandro Trossard;0.025
Gabriel Jesus;0.02
Thomas Partey;0.017
