Jogador;Vetor_Estacionario
Achraf Hakimi;0.141
Vitinha Ferreira;0.127
Lucas Hernandez;0.106
Warren Zaire-Emery;0.101
Kylian Mbappe;0.091
Manuel Ugarte;0.074
Ousmane Dembele;0.072
Marquinhos;0.071
Milan Skriniar;0.071
Randal Kolo Muani;0.052
Gianluigi Donnarumma;0.036
Kang-In Lee;0.032
Fabian Ruiz;0.018
Goncalo Ramos;0.01
