Jogador;Vetor_Estacionario
Lucas Gourna-Douath;0.133
Strahinja Pavlovic;0.125
Luka Sucic;0.115
Kamil Piatkowski;0.111
Oscar Gloukh;0.093
Alexander Schlager;0.087
Samson Baidoo;0.084
Amar Dedic;0.075
Mads Bidstrup;0.051
Dorgeles Nene;0.039
Fernando dos Santos;0.038
Sekou Koita;0.032
Petar Ratkov;0.013
Dijon Kameri;0.006
