Jogador;Vetor_Estacionario
David Hancko;0.149
Mats Wieffer;0.118
Gernot Trauner;0.116
Lutsharel Geertruida;0.114
Quilindschy Hartman;0.106
Calvin Stengs;0.078
Ramiz Zerrouki;0.064
Igor Paixao;0.057
Justin Bijlow;0.047
Quinten Timber;0.047
Santiago Gimenez;0.036
Alireza Jahanbakhsh;0.032
Luka Ivanusec;0.015
Antoni Milambo;0.011
Bart Nieuwkoop;0.007
Ayase Ueda;0.004
