Jogador;Vetor_Estacionario
Igor Zubeldia;0.138
Robin Le Normand;0.138
Hamari Traore;0.131
Martin Zubimendi;0.127
Aihen Munoz;0.1
Mikel Merino;0.084
Takefusa Kubo;0.082
Alex Remiro;0.056
Arsen Zakharyan;0.04
Mikel Oyarzabal;0.035
Benat Turrientes;0.029
Umar Sadiq;0.023
Kieran Tierney;0.007
Jon Magunazelaia;0.005
Aritz Elustondo;0.004
