Jogador;Vetor_Estacionario
Loris Benito;0.141
Mohamed Ali Camara;0.139
Cheikh Niasse;0.111
Sandro Lauper;0.089
Anthony Racioppi;0.087
Lewin Blum;0.072
Filip Ugrinic;0.062
Ulisses Garcia;0.058
Meschack Elia;0.049
Joel Monteiro;0.04
Darian Males;0.032
Cedric Itten;0.029
Noah Persson;0.026
Saidy Janko;0.026
Jean-Pierre Nsame;0.023
Silvere Ganvoula;0.015
