Jogador;Vetor_Estacionario
Diogo Leite;0.196
Robin Knoche;0.183
Jerome Roussillon;0.091
Josip Juranovic;0.089
Aissa Laidouni;0.088
Rani Khedira;0.084
Robin Gosens;0.058
Janik Haberer;0.04
Frederik Ronnow;0.034
Alex Kral;0.03
Kevin Volland;0.029
Kevin Behrens;0.024
Lucas Tousart;0.023
David Fofana;0.022
Brenden Aaronson;0.008
