Jogador;Vetor_Estacionario
Achraf Hakimi;0.141
Marquinhos;0.139
Beraldo;0.13
Nuno Mendes;0.1
Vitinha Ferreira;0.099
Ousmane Dembele;0.098
Warren Zaire-Emery;0.073
Fabian Ruiz;0.072
Kylian Mbappe;0.056
Kang-In Lee;0.023
Bradley Barcola;0.019
Gianluigi Donnarumma;0.019
Marco Asensio;0.017
Goncalo Ramos;0.014
