Jogador;Vetor_Estacionario
Rodri;0.18
Manuel Akanji;0.116
Mateo Kovacic;0.109
Ruben Dias;0.109
Josko Gvardiol;0.099
Bernardo Silva;0.097
John Stones;0.09
Phil Foden;0.08
Jack Grealish;0.055
Stefan Ortega;0.043
Erling Haaland;0.017
Julian Alvarez;0.005
