Jogador;Vetor_Estacionario
Achraf Hakimi;0.119
Marquinhos;0.114
Vitinha Ferreira;0.112
Nuno Mendes;0.108
Lucas Hernandez;0.104
Ousmane Dembele;0.082
Warren Zaire-Emery;0.074
Fabian Ruiz;0.068
Bradley Barcola;0.065
Kylian Mbappe;0.062
Gianluigi Donnarumma;0.03
Kang-In Lee;0.028
Marco Asensio;0.019
Manuel Ugarte;0.013
Randal Kolo Muani;0.002
