Jogador;Vetor_Estacionario
Lucas Gourna-Douath;0.136
Maurits Kjaergaard;0.128
Amar Dedic;0.107
Samson Baidoo;0.104
Aleksa Terzic;0.094
Strahinja Pavlovic;0.072
Oscar Gloukh;0.071
Mads Bidstrup;0.057
Alexander Schlager;0.051
Karim Konate;0.043
Roko Simic;0.039
Luka Sucic;0.034
Oumar Solet;0.025
Sekou Koita;0.016
Kamil Piatkowski;0.013
Petar Ratkov;0.009
