Jogador;Vetor_Estacionario
Chidera Ejuke;0.126
Soumaila Coulibaly;0.126
Alhassan Yusuf;0.125
Owen Wijndal;0.092
Jean Butez;0.089
Vincent Janssen;0.088
Ritchie De Laet;0.08
Toby Alderweireld;0.071
Mandela Keita;0.062
Arthur Vermeeren;0.06
Gyrano Kerk;0.045
Jelle Bataille;0.02
George Ilenikhena;0.014
