Jogador;Vetor_Estacionario
In-beom Hwang;0.145
Aleksandar Dragovic;0.105
Milan Rodic;0.099
Kosta Nedeljkovic;0.092
Vladimir Lucic;0.091
Osman Bukari;0.088
Nasser Djiga;0.069
Srdjan Mijailovic;0.056
Mirko Ivanic;0.054
Omri Glazer;0.043
Marko Stamenic;0.042
Jovan Mijatovic;0.039
Jean-Philippe Krasso;0.036
Cherif Ndiaye;0.029
Guelor Kanga;0.011
