Jogador;Vetor_Estacionario
Lutsharel Geertruida;0.145
David Hancko;0.127
Quilindschy Hartman;0.121
Mats Wieffer;0.103
Gernot Trauner;0.082
Calvin Stengs;0.078
Yankuba Minteh;0.066
Quinten Timber;0.057
Antoni Milambo;0.045
Igor Paixao;0.037
Ondrej Lingr;0.037
Justin Bijlow;0.03
Luka Ivanusec;0.028
Leo Sauer;0.022
Ayase Ueda;0.012
Santiago Gimenez;0.011
