Jogador;Vetor_Estacionario
Al Musrati;0.153
Ricardo Horta;0.094
Rodrigo Zalazar;0.093
Vitor Carvalho;0.091
Joe Mendes;0.087
Cristian Borja ;0.086
Serdar Saatci;0.082
Sikou Niakate;0.081
Alvaro Djalo;0.055
Joao Moutinho;0.044
Bruma;0.039
Diogo Fonseca;0.037
Matheus;0.029
Simon Banza;0.017
Abel Ruiz;0.011
