Jogador;Vetor_Estacionario
Liam Scales;0.152
Greg Taylor;0.127
Callum McGregor;0.125
Alistair Johnston;0.102
Nathaniel Phillips;0.08
Matt O'Riley;0.072
Reo Hatate;0.066
Daizen Maeda;0.05
Cameron Carter-Vickers;0.049
Joe Hart;0.046
Hyun-jun Yang;0.045
Luis Palma;0.038
Kyogo Furuhashi;0.026
Paulo Bernardo;0.015
Hyeon-gyu Oh;0.006
