Jogador;Vetor_Estacionario
Nico Schlotterbeck;0.15
Mats Hummels;0.136
Ian Maatsen;0.128
Julian Ryerson;0.109
Emre Can;0.107
Jadon Sancho;0.09
Gregor Kobel;0.063
Marcel Sabitzer;0.054
Karim Adeyemi;0.045
Julian Brandt;0.042
Felix Nmecha;0.022
Niclas Fullkrug;0.016
Jamie Bynoe-Gittens;0.014
Sebastien Haller;0.011
Salih Ozcan;0.008
Marco Reus;0.005
