Jogador;Vetor_Estacionario
Ulisses Garcia;0.214
Cheikh Niasse;0.131
Filip Ugrinic;0.11
Meschack Elia;0.099
Lewin Blum;0.073
Anthony Racioppi;0.064
Ebrima Colley;0.059
Loris Benito;0.056
Jean-Pierre Nsame;0.048
Mohamed Ali Camara;0.042
Darian Males;0.036
Joel Monteiro;0.035
Silvere Ganvoula;0.018
Miguel Chaiwa;0.015
