Jogador;Vetor_Estacionario
Aihen Munoz;0.125
Mikel Merino;0.114
Hamari Traore;0.108
Brais Mendez;0.095
Igor Zubeldia;0.092
Martin Zubimendi;0.088
Ander Barrene;0.069
Mikel Oyarzabal;0.067
Takefusa Kubo;0.058
Robin Le Normand;0.056
Alex Remiro;0.031
Mohamed Cho;0.03
Carlos Fernandez;0.028
Benat Turrientes;0.017
Jon Pacheco;0.017
Aritz Elustondo;0.005
