Jogador;Vetor_Estacionario
Achraf Hakimi;0.119
Vitinha Ferreira;0.11
Milan Skriniar;0.101
Marquinhos;0.1
Kylian Mbappe;0.097
Lucas Hernandez;0.094
Warren Zaire-Emery;0.092
Kang-In Lee;0.08
Randal Kolo Muani;0.075
Bradley Barcola;0.073
Gianluigi Donnarumma;0.024
Manuel Ugarte;0.022
Marco Asensio;0.013
