Jogador;Vetor_Estacionario
Artem Bondarenko;0.157
Mykola Matvienko;0.148
Georgiy Sudakov;0.126
Taras Stepanenko;0.106
Irakli Azarovi;0.1
Valeriy Bondar;0.09
Oleksandr Zubkov;0.077
Dmytro Kryskiv;0.057
Yukhym Konoplya;0.054
Dmytro Riznyk;0.047
Danylo Sikan;0.024
Newerton;0.007
Artur Rudko;0.003
Kevin Kelsy ;0.003
