Jogador;Vetor_Estacionario
Mario Rui;0.136
Giovanni Di Lorenzo;0.123
Stanislav Lobotka;0.112
Piotr Zielinski;0.107
Khvicha Kvaratskhelia;0.102
Amir Rrahmani;0.092
Natan;0.084
Eljif Elmas;0.061
Matteo Politano;0.056
Jens Cajuste;0.035
Giacomo Raspadori;0.032
Mathias Olivera;0.02
Giovanni Simeone;0.017
Alex Meret;0.016
Jesper Lindstrom;0.004
Leo Ostigard;0.001
