Jogador;Vetor_Estacionario
Emre Can;0.127
Mats Hummels;0.111
Ian Maatsen;0.102
Nico Schlotterbeck;0.102
Alexander Meyer;0.093
Julian Ryerson;0.091
Donyell Malen;0.069
Marcel Sabitzer;0.066
Jadon Sancho;0.064
Julian Brandt;0.05
Marco Reus;0.042
Niclas Fullkrug;0.026
Salih Ozcan;0.026
Youssoufa Moukoko;0.016
Marius Wolf;0.015
