Jogador;Vetor_Estacionario
Zambo Anguissa;0.108
Amir Rrahmani;0.102
Khvicha Kvaratskhelia;0.101
Juan Jesus;0.098
Giovanni Di Lorenzo;0.097
Natan;0.097
Piotr Zielinski;0.074
Stanislav Lobotka;0.074
Matteo Politano;0.063
Alex Meret;0.042
Gianluca Gaetano;0.036
Jens Cajuste;0.03
Victor Osimhen;0.029
Eljif Elmas;0.028
Leo Ostigard;0.014
Giacomo Raspadori;0.006
