Jogador;Vetor_Estacionario
Olivier Boscagli;0.133
Joey Veerman;0.121
Sergino Dest;0.121
Malik Tillman;0.114
Jordan Teze;0.096
Jerdy Schouten;0.091
Johan Bakayoko;0.084
Mauro Junior ;0.081
Hirving Lozano;0.054
Guus Til;0.036
Luuk de Jong;0.035
Walter Benitez;0.022
Ricardo Pepi;0.007
Isaac Babadi;0.003
