Jogador;Vetor_Estacionario
Igor Zubeldia;0.143
Aihen Munoz;0.134
Arsen Zakharyan;0.105
Benat Turrientes;0.082
Jon Pacheco;0.079
Martin Zubimendi;0.075
Alvaro Odriozola;0.071
Aritz Elustondo;0.069
Brais Mendez;0.051
Mohamed Cho;0.042
Alex Remiro;0.033
Takefusa Kubo;0.031
Hamari Traore;0.027
Ander Barrene;0.024
Mikel Oyarzabal;0.022
Umar Sadiq;0.012
