Jogador;Vetor_Estacionario
Koke;0.158
Mario Hermoso;0.141
Axel Witsel;0.117
Antoine Griezmann;0.088
Nahuel Molina;0.078
Angel Correa;0.06
Rodrigo Riquelme;0.054
Jose Gimenez;0.051
Marcos Llorente;0.051
Pablo Barrios ;0.049
Cesar Azpilicueta;0.043
Samuel Lino;0.034
Alvaro Morata;0.028
Saul Niguez;0.022
Caglar Soyuncu;0.02
Jan Oblak;0.006
