Jogador;Vetor_Estacionario
Lucas Torreira;0.132
Davinson Sanchez;0.126
Kaan Ayhan;0.12
Abdulkerim Bardakci;0.118
Sacha Boey;0.101
Mateus Tete;0.068
Wilfried Zaha;0.065
Kerem Akturkoglu;0.058
Mauro Icardi;0.055
Kazimcan Karatas;0.053
Fernando Muslera;0.039
Dries Mertens;0.03
Baris Yilmaz;0.013
Hakim Ziyech;0.011
Tanguy Ndombele;0.011
