Jogador;Vetor_Estacionario
Ben White;0.139
William Saliba;0.128
Jorginho;0.111
Declan Rice;0.103
Gabriel Martinelli;0.096
Gabriel Magalhaes;0.087
Bukayo Saka;0.082
Kai Havertz;0.071
Leandro Trossard;0.057
Oleksandr Zinchenko;0.047
Takehiro Tomiyasu;0.038
David Raya;0.028
Fabio Vieira;0.006
Jakub Kiwior;0.006
Mohamed Elneny;0.002
